Gondi Word	Telugu Meaning
गूसी	పందికొక్కు
मंडा	పందిరి
पंदिरीहिडू	పందిరి కింద
पंदिकोक	పందీ కొక్కు
पद्दीना मंदा	పందుల మంద
पंदोंम्मिदि	పందొంమ్మీది
लोहुडु	పంపుము
पल्‍कु	పంల్లు,దంతాలు
पज्‍जो	ప్రక్కకు
मंदि	ప్రజలు
एड़ादिक उंदिमल्‍का	ప్రతి సంవత్సరము
पाटडि	ప్రధాన్ (కులంపేరు)
जगमंता	ప్రపంచమంత
दुनिया	ప్రపంచము
जगम	ప్రపంచం
कोसिस कियमड़	ప్రయత్నము చేయుట
आवसु	ప్రాణం
पंगा आयमड़	ప్రాథకాలము
सुरुव कियमड़	ప్రారంబించు
जीवा कीयमड	ప్రెమ
बुज्‍जि	ప్రెమతొ పిలిచె ఒ పేరూ
लाड	ప్రేమ
लाड-कियमड़	ప్రేమ చూపడం
पोड्‍द पेय्‍सना वॆला	ప్రొద్దు వెల్లె సమయము
हक्‍केरे	ప్రొద్దున
हक्‍केरेन	ప్రొద్దునే
प्‍लटिनम	ప్లటినం
पाका	పాక
पाटा	పాట
पाटुंक तरमड़	పాటు (2వ పెండ్లి)
इस्‍कुल	పాఠశాల
पारुडु	పాడుట
पडनद	పాతది
पत्ता गोबी	పాన్ గోబే
पाप	పాపము
तरास	పాము
तरास सोर्रे	పాము ఉండె స్థలము
तरास मेंजू	పాము గుడ్డు
पासेम	పాయసెము
पारा	పారా
पोचमड़	పారెయడము
पाल्की	పాలఖీ
पाला पिट्टे	పాలపిట్ట
पाल्‍कू पंचुमड़	పాల్లు పంచడము
पाल	పాలు
पाल पिंडमड़	పాలు తియ్యడము
जिड्डु	పాలు వాసన
तूस	పాలుకు
जिड्डु-जिड्डु	పాలులాంటి వసన
पावरेम(उंदि पिट्टे)	పావురము
हव्‍वुडु	పాసిపోవడము
पर्सा काया	పాసెం కాయ
पिस्‍सा	పిచ్చితనము
पिस्‍सल(पिस्‍सा मनकल)	పిచ్చివాడు
कोडका पिट्टे	పిచ్చుక
कोड़का पिट्टे मेंजू	పిచ్చుక గుడ్డు
कत्‍पु	పిట్టల గుంపు
गोमेरा(हडपी)	పిడక
पिडकिलि	పిడికిలి
पिडकी मेड	పిడికెడంత
पिडगु	పిడుగు
सिन्नी	పిన్ని
पिर्रा	పిర్ర
पिरेम	పిరెము
पोराल	పిలగాడు
वेर्कड	పిల్లి
पिल्‍ली गड्डेम	పిల్లి గడ్డెమ్
केयमड़	పిలుపు
पिस्‍सल(पिस्‍सा मनकल)	పిసొడు
पिंडि	పిండి
पिस्कमड	పిండి కల్పుట
पिंडि मुद्दा	పిండి ముద్ద
पीकुड़	పీకుడము
कुत्तूल	పీట
पुकेम	పుక్యము
पुत्ती	పుట్ట
पुट्टु मच्‍चा	పుట్టు మచ్చ
पुटकेल्‍क	పుట్టెంటికలు
पुटनाल्‍कु	పుట్నలు
पुट्कु	పుటుక
पुनादी	పునాదీ
पुनादि बंडा	పునాదీ రాయ
पुर्रु	పుర్రు
पुड़ि	పురుగు
पुड़कुना मंदा	పురుగుల మంద
पुड़कु	పురుగులు
पुरडी	పురుడు
कॊला	పుల్ల
पुल्‍ला	పుల్లా
बुर्कल	పులి
बुर्कल सोर्रे	పులి గుహం
पुल्‍लगा	పులుపు
पुल्‍लां-पुल्‍लां गब्‍बु	పులుపు వసన రావడము
हित्ता पुलसु	పులుసు
पूता	పువ్వులు
पुसेला	పుష్యం
पुस्तकम	పుస్తకం
पुन्‍क आयुडु	పుండ్లు కావడము
पुन	పుండు
पक्‍कु	పుండు పైన ఎండిన తోలు.
पूडे	పూకు
पूजे	పూజ
जार सेंबु	పూజ ముంత
देवारी	పూజారి
बोत्तिगा	పూర్తిగ
तोल्ले-जमानाते	పూర్వము
तोल्‍लो	పూర్వం
तादो बाबल	పూర్వీకులు
ऊत पिट्टे	పూరేడుపిట్ట
पूता गोबी	పూల గోబే
पुङह्‍कुन दुम्मे	పూలదండ
पूसा	పూస
पूसि मरा	పూస్కు చెట్టు
पूयुडु	పూస్తుంది
पेग्‍गेरी	పెగ్గెరి
दोसमड़	పెట్టడము
तासमड	పెట్టుకోవడము
पेट्रोल	పెట్రొల్
पेदवि	పెదవి
पेद्दा पीटद	పెద్ద కడుపు ఆమె
पेद्दा टोकेरा	పెద్ద గంప్ప
पेद्दा नोंडे	పెద్ద త్రాడు
तॆने तेट्टे	పెద్ద తేన
पेपि	పెద్ద నాన్న
पेद्दा बंडा	పెద్ద రాయ
पेद्दा	పెద్దది
पेद्दि	పెద్దమ్మ
पेद्दोड	పెద్దవారు
कंचुड	పెనము
सिस पेंसिल	పెన్‌సిల్
बेर्समड़	పెరగడము
वेटेड	పెరడు
पेरगु	పెరుగు
पेसेल	పెసలు
पेंका	పెంకటిల్లు
पोस कियमड़	పెంచడము
लग्निंग	పెండ్లి
नोव्रि-नोव्राल	పెండ్లి కూతురు
नोव्रि-नोव्राल	పెండ్లి కొడుకు
नोव्रि	పెండ్లికూతురు
नोव्राल	పెండ్లికొడుకు
मरमीं	పెండ్లిలు
पोस कियमड़	పెంపకం
पुर्कि	పెంలు
पॆगु	పేగు
पेग दोहमड़	పేగు కట్టడము
हडपी	పేడ
हडपी कुप्‍पा	పేడ కుప్ప
हडपी तट्टा	పేడతీసె గంప
पोरोल	పేరు
पिरकीं	పేలాలు
कप्‍पिड़ पॆगू	పేలుక
पोरोटाल	పై నుండి
बयर लोन	పైకప్పులేని ఇల్లు
पोर्रो	పైన
पैपू	పైపు
कोत्तां	పైసలు
पोक्‍का	పొక్క
पोया	పొగ
पोया	పొగ త్రగుట
पोग्‍गो आकी	పొగాకు ఆకు
पोग्‍गो तिन्‍मड़	పొగాకు తినడము
अव्वतल्‍ली	పొచమ్మ తల్లి
पीटे मंता	పొట్టతో ఉన్నది
पोट्टिगा	పొట్టి
पोटॅशियम	పొట్యశియం
पौडम	పొడం
सातराम(वेसुडी)	పొడుపు కథ
पोडगु	పొడువు
पोत्ती पीर	పొత్తి కడుపు
पोदा	పొదా
तप्‌	పొరబాటు
पोलम	పొలము
पूर्णम	పొల్లెల్
पॊगुल्‍क	పోగులు
आकि-पेन	పోచమ్మ
पोसम्मल	పోచమ్మ దేవత
पोङमड़	పోంగడము
पिरयादि	ఫిర్యాదు
बकगा	బక్కగ
कप्‍पिड	బట్ట
बोड़कल	బట్టతలగల
कपडीं हुकमड़	బట్టల్ ఉత్కడము
कपडीं हुक्‍कना बंडा	బట్టల్ ఉత్కె బండ
कपडीं तासमड़	బట్టల్ పెట్టడము
कुडुह्मड़	బట్టల్ వొదలడము
बटाइक हियमड़	బటాఇకు ఇవటము
वट्नाल्‍क	బటాని
इस्‍कुल	బడి
पलते अरमड़	బయట పడుట
पलते	బయిట
बर्प	బర్ఫ
बर्रां	బర్రాలు
बर्रे	బర్రె
बर्रे पाल निय्यु	బర్రె పాలు నూనె
दुड्डे	బర్రెబొక్కు
बर्रेना मंदा	బర్రెల మంద
गोड्‍क-गोदाल्‍क	బర్రెలు
बर्रेना बोयुडु	బర్రెలు మెపేవాడు
लग्‍गु	బలము
ताकत हिल्‍वोड(केदनायवोड)	బలహీనత కలగినవాడు
बल्‍के	బల్కె చేప
टेबल	బల్ల
कुदूर डोक्के	బల్లి
बल्‍ली	బల్లీ
बल्‍ली गुड्डु	బల్లీ గుడ్డు
गोर्का	బల్లెము
जड़ता पीयना पोतु	బలి ఇచ్చె జంతువు
पट्टु	బలిపీఠం
मिद्दे	బంగ్లా
बंगारम	బంగారము
बंगारि पूसां	బంగారు గుండ్లు
बंजर बूमी	బంజర భూమీ
लंबाडोड़(म.)	బంజార మనిషి
पर्पु बंडा	బండ
बिल्ला	బండీ, బిల్ల
सेंडि	బంతి
बंती पूता	బంతి పువ్వులు
जीवातोर	బంధువులు
पिस्वर पिस्मड़	బ్రతకడము
पिसमड़	బ్రతికి ఉండుట
पिस्‌ता	బ్రతికింది
पिस्वर	బ్రతుకు
बॆस्‍तारम	బ్రహస్పతివారము
बम्डाल	బ్రహ్మనుడు
बमडाल	బ్రామ్హణగారూ
हर्रि पिसि ताकमड़	బాటసారి
बाळ्‍से	బాడీశ
बानम पुल्‍ला	బాణము
उंडिला	బాణం
पिकिर	బాధ
नानाल	బాబాయ
काकाल	బాబాయ్
बरली	బార్లీ
पेगिड	బా‍లిక
पेडाल	బాలుడు
बाटो	బావ
कुहि	బావి
तङ्‌मरी	బిడ్డ కుమారుడు మన్మడు
तङ्‌मियाड	బిడ్డ కూతురు మన్మరాలు
पर्रिक	బియ్యము
बंगला	బిలడింగు
बिंदे	బిందె
गडेंचा	బిందెలుపెట్టె బల్ల
बीडी	బీడీలు
बीड़ी उन्‍मड़	బీడీలు త్రాగడము
बीरे काया	బీరకాయ
बुगिलि	బుగిలి
बुड़का	బుడ్కలు
बुडा बर्का(जिम्मा/मीन)	బుడ్డ పరక
बुद्दि हिल्‍वोर	బుద్దిలెనీవాడు, తెలివిలెనివాడు
बुदारम	బుధవారము
बुरदा	బురద
बुर्दातसंटा मन्नु	బురదలాంటీ మట్టి
बूरका मरा	బుర్గు (చెట్టు)
बुस्‍सी	బుస్సి
बूडदी	బూడిది
पूर्णम	బూరె
बेदुर	బెదురు
पट्टा	బెల్టు
बेल्‍लम	బెల్లం
वेराहमड़	బెంగ పెట్టుట
बेंगमड़	బెంగడము
बेंगसेके होन्‍मड़	బెంగుతు వెల్లడము
बेंडे काया	బెండా కాయ
बेरे	బేరెలు
बेसन	బేసన్
अवुना बोक्‍का बलम	బొక్క బలము
बालटी	బొకేనా
बोग्‍गु	బొగ్గు
बोट्टु	బొట్టు
बोड्डु	బొడ్డు
बोम्मा	బొమ్మ
नक्सा	బొమ్మలు గియడము
बोत्ता पीटोर	బొర్రగలవాడు
बिलांकेट	బొంత
बोंतापुडी	బొంతపురుగు
बोंदा	బొంద
बोंदा दोसमड़	బొంద పెట్టుట
बोड़ागुंडु	బోడిగుండు
बोडिन तट्टा	బోళ్ళు పెట్టే గంప
वेरियमड	భయపడుట
पिरकितनम	భయము
मुय्‍दो	భర్త
एड्‍जू	భల్లూకము
हिस्‍सा	భాగము
हिस्‍सां कियमड	భాగలు చేయుట
चिंता	భాద
मुत्तो	భార్య
मुत्तो-मुय्‍दो	భార్య భర్త
बीमाल	భీము దేవుడు
बूमी ऊंगमड़	భూకంపణ
बूगोलशास्‍त्रम	భూగొలశాశ్త్రము
बूजन्‍ंगा	భూజనగ
नॆला	భూమీ
बूमी हिडू	భూమీక్రింద
बूमी हिडु मनना एरु	భూమీక్రింద ఉండె నిల్లు
बुमीपोरो	భూమీపైన
बूमी पोरो मन्‍मड़	భూమీపైన ఉండటము
बूमीता लोप्‍पो	భూమీలొ
बूलोकम	భూలొకం
बोयाराम	భొయరం
मक्कें	మక్కలు
पोतू गुर्रम	మగ గుర్రం
पोतु जिवराशी	మగ జివరాశులు
पोतु पिट्टे	మగ పక్షీలు
पॊतू	మగ పశువు
गांडु	మగతనము లేని వాడు
मच्‍चा	మచ్చ
तोडी	మట్టి
सिप्‍पा	మట్టి పల్లెము
मड़गु	మడుగు
मडी	మణిపూస
मद्दि मरा	మద్ది (చెట్టు)
नडुमतोर	మధ్యవాడు
पोड्‍द तिरियतंका	మధ్యానం
पिय्यल	మధ్యాహ్నం
मावंग	మనది
मनोम	మనము
मनकल	మనిషి
मनसु	మనుస్సు
मर्रा	మరల
तलातला आयमड़	మర్చుట
संगो	మర్దలు
हेरुंडु कोको	మర్ది
मान	మర్యాద
मर्री मरा	మర్రి చెట్టు
मरगुमड़	మర్వడం
हातोर	మరిణించాడు
मल्‍सी वायमड़	మల్పు
मर्रा	మళ్ళా
गुड्डि-गुड्डि	మస్కుమస్కు
गंटेपुस्‍ती	మంగలసుత్రము
मंगलल	మంగలోడు
मज्‍जे	మంగలోన కత్తి
मंगलारम	మంగళవారము
मंगी मरा	మంగి చెట్టు
कटूल	మంచము
मंचि मन्‍सुनोर	మంచి మనసు ఉన్నవాడు
गमगमा गब्‍बु	మంచి వాసన
मंचिगा	మంచిగ
बॆस	మంచిది
मंटनिय्	మంటీ నూనె
पोत्तुडु	మండుట
पोत्तंता	మండుతుంది
मंदा	మంద
गुडि	మందిరం
मत्तु	మందు
महो (-महिना)	మాఘం
पोल्‍ले	మాటలు
वड़कुमड़	మాట్లాడు
करवुडु	మాడిపోవడము
माडमड़	మాడింది
माद्‍गी	మాదిగ
तव्‍वा	మానిక
मामल	మామ
मामाल	మామయ్య
मर्का मरा	మామిడి (చెట్టు)
मर्काकाया तोक्‍कु	మామిడి కాయ తొక్కు
दया	మాయము
मायसोनमड़	మాయము అవ్వడం
सट्टी नेला	మార్గశిర (డిసెంబర్)
मग्‍गाला नेला	మార్గశిరమాసం
कंडा	మాంసపు ముక్క
हव्‍वी	మాంసము
जाडि गुर्रम	మిడుత
मिनका पुडि	మినుగురు పురుగు
मिनमूल्‍क	మినుములు
मिंगुडु	మింగుట
वेन्ना	మీగడ
पोर्रो	మీద
मीवद	మీది
निम्मे	మీరు
मीसम	మీసము
मीसाल्‍क	మీసాలు
मुक्‍का	ముక్క
मोसोर	ముక్కు
डिब्‍बिल वाटमड	ముక్కు గట్టిగ అవటము
मुक्‍कु पॊगू	ముక్కు పుడక
पेदा मनकल	ముఖ్య వ్యక్తి
मुव्‍वुर	ముగ్గురు
इट्टुडु	ముట్టుట
मुटुडु	ముట్టుడు
जप्‍पी	ముడగ్య
मुड़ि	ముడి
बुक्का	ముద్ద
बुर्रुड	ముద్దు పెట్టటము
मुप्‍पै	ముపై
हाह्‍कुना पोदा	ముల్ల పొద
हाप	ముల్లు
मातरि	ముసలమ్మ
मातिर जिवराशीं	ముసలి పశువు
मातरल	ముసలివాడు
मुस्‍का बुट्टी	ముస్కె
तुरकल	ముస్లింవాడు
मुंग्से	ముంగీస
कुंडम कय	ముంజేయి
तालि	ముంత
मुन्ने	ముందర
मूकाल	మూగవాడు
मूडू	మూడు
मूता	మూత
उच्‍चा बुड्डी	మూత్రపిండము
उळ्‍कना कॊली	మూత్రలయము
केहमड़	మూయుట
कोंटा	మూల
गोंदके	మెడ
गोंदकेतुन अद्मिसी पियमड़	మెడ అద్మడము
मेत्तगा	మెత్తగ
मेदड	మెదడు
मेरसमड़	మెరుస్తుంది
जिगजग आयमड़	మెరుసుట
मेल्‍लगा	మెల్లగా
गुसा-गुसा वड्‍कमड़	మెల్లెగ మాట్లాడటము
तेल्‍विते मत्ताप	మెళుకువ
तलुर एटी पोरी	మేక పిల్ల
एटी पॊतू	మేకపోతు
एटी पॊतु पोरी	మేకపోతు (పిల్ల)
एटीना मंदा	మేకల మంధ
गोड्‍क-गोदाल्‍क	మేకలు
एटी	మేకా
मब्‍बु	మేఘం
तोया मरा	మేడి (చెట్టు)
संगो(मेना मामाना/अत्ताइना मिय्यडु)	మేన మామ కూతురు
संगी(मेना मामाना/अत्ताइना मर्री)	మేన మామ కొడుకు
मोमोट	మేము
तेल्‍विते	మేల్కొని
मुर्की	మైల
मोरोल	మొక్క
मोकोम	మొఖం
बोट्टे	మొట్ట చేప
अन्नि	మొత్తము
मोदगाला	మొదలు
मोद्दू	మొద్దు
कांजमड़	మొయడము
मोल्‍दारम	మొలత్రాడు
पिरमड़	మొల్చింది
मग्गूर	మొసలి
कांज्‍सी ओयमड़	మొస్కెల్లడము
पोट्टिद	మొండి
गड्‍सुतनम	మొండితనం
मज्‍जू	మొండివైకరి
टोंग्रा	మోకాలి-కీలు
टोंग्रा	మోకాలు
पट्पटि	మోటర్ సైకిల్
मुर मरा	మోదుగు (చెట్టు)
दोका हियमड़	మోసం చేయుట
मालक	యజమాని
जातरा	యాత్ర
एबै	యాభై
एबै एनमिदि	యాభై ఎనిమిది
लडायि	యుద్దము
लेय्योड	యువకుడు
लेय्यड	యువతి
नेत्तूर	రక్తము
नेत्तुर हियमड़	రక్తము ఇవటము
नेत्तुर एक्‍किच्मड़	రక్తము ఎక్కించుట
नेत्तुर तेंडमड़	రక్తము తియ్యుట
कापाडमड़	రక్షించడము
तीर	రకాలు
पाटा बंडा	రచ్చబండ
रंगु	రంగు
रंगुल्‍क	రంగు రంగుల
बोंगा	రంద్రము
लेंग	రాగము
रागी	రాగి
राजवाडा	రాజ్యము
राजाल	రాజు
रानी	రాణి
नर्का	రాత్రి
जागिल	రాత్రి కావలి
गद्दल	రాబందూ
काकी रंबा	రామ చిలుక
बंडा साट	రాయ్ చాటుకు
बंडानापोरो	రాలల పైన
बंडाना कुप्‍पा	రాలలా కుప్ప
बंडा हिल्‍वा जॆगा	రాలూ లెనీ స్థలము
वायुडु	రావాలి
पोपडम मरा	రావి (చెట్టు)
रुसि	రుచ్చి
मुसूर	రుతుపవనం
पाटा बंडा	రుబ్బెరాయి
रुम्मेना	రుమడ
रूमाल	రుమ్మలు
तल्लक रुमाल हेलवोड	రుమాలులేనివాడు
रूपाय	రూపాయి
रूपें	రూపాలు
रेक्‍का	రెక్క
रोंडु	రెండు
मंजेर गुन्ना(रोंड तल्‍लना तरासु)	రెండుతలలపాము
रेंडुन नरा	రెండున్నర
रेकुल्‍क	రేకులు
रेंगा	రేగు పండు
रेजिकटि	రేచీకటి ఆయన
नाडी	రేపు
मलेद	రొట్టె ముక్కలు బెల్లం
बोम	రొమ్ము
रोय्या	రొయ్య
उसमल	రోకలి
दिया	రోజు
बूरा	రోమము
हह्‍की	రోలు
लक्‍का	లక్క
पालकि	లక్ష
जोरदार	లక్షణంగా
लग्निंग	లగ్నము
इग्‍गुडु	లాగడము
गुंजुडु	లాగాడము
इगसेके होन्‍मड़	లాగుక తీస్కెలడము
पाय्‍दा	లాభము
लेक्‍का	లెక్క
लेक्‍कुमड़	లెక్కించుట
तेदा	లెమ్ము
ते	లే!
पेय्या	లేగ
पेय्या काल	లేగ కాలు
लॆतद	లేతగ
तेहचि हुकमड़	లేపి ఉత్కాడము
तेह-	లేపు
तेहमड़	లేపుట
तेदमड़	లేవడము
गीता	లైయిన్
कल्‍ला	లొల్లి
कल्ला कियमड़	లొల్లీ చెయుట
ओड्वंप	లోతు
लोप्‍पो	లోపల
लंग्याल	వట్టి
उत्तगेन	వట్టిగా
वड्‍ला पिट्टे	వడ్లపిట్టె
वत्ती	వత్తి
होळ्‍समड़	వదలటము
मन्नी	వద్దు
अंगे	వదిన
रांडे	వధవరాలు
नोव्रि	వధువు
अद्वेरदाका	వరకు
नोव्राल	వరడు
पाया अरमड़	వరద
पिर्रु कालम	వర్షకాలము
पिर्रु	వర్షము
वंजिंग	వరి
पंगत	వరుసగ
दडंगी	వల్ల
पांजीते अरमड़	వల్లలొ పడుట
कोंकिड-किंकिड	వంకర డింకర
वंकर-डिंकरा	వంకరటింకర
हापाकाया	వంకాయ
वंगुडु	వంగింది
अट्टना अर्रा	వంటగది
येद्दा कट्टे	వంటచెరకు
अट्वल रोन	వంటశాల
अट्टुडु	వండుట
नूर	వంద
रामराम कियमड़	వందనలు
दंदा	వ్యవసాయము
कास्‍तकारी कियनोर	వ్యవసాయము చేయువాడు
एवसायम	వ్యవసాయం
रासुड़	వ్రాయుము
बोट्टा	వ్రేలు
दारा	వాకిలీ
कुडेर	వాగు
कुडेह्‍कुन पीसि	వాగు పక్కల
कींकिर पुल्‍ला	వాద్యము ఎగీంచె ఒక సాధనము
पिर्रु	వాన
वार्ता	వార్త
कबुर कियमड़	వార్త చెప్పుట
वारना	వార్న
ओरद	వారిది
ओर	వారు
गब्‍बु	వాసన
वासा	వాసము
निजमेना	వాస్తవమెన
दनास लोन	విడిది గృహము
होड़सीय्मड़	విడువు
विज्जा	విత్తనము
करंट	విద్యుత్తు
केंजमड़	విను
विमानम	విమానం
हेर्यड	వియ్యంకు ఆమె
पारतड	వియ్యంకురాలు
उंडिला	విల్లు
आराम कियमड़	విశ్రాంతి
नीडा मरा	విశ్రాంతి (చెట్టు)
विषम	విషము
कूटेल	విస్కూడ్ కట్టె
कूडी	విస్తరి (ఆకులు)
इस्रुमड़	విస్రడము
इस्रिसि पय्‍हामड़	విస్రి పగలగొటటము
विसुरमड़	విసురుట
इरद	వీరిది
इर	వీరు
नेरवु	వెడెల్పు
पहकुडु	వెతుకు
मरगोली	వెదురు
बद्दा	వెదురు బద్ద
कंका	వెదురుకంక
गालमसुव्‍वा	వెదురుబొంగు
एटी पाल निय्यु	వెన్న
पज्‍जा/पज्‍जो	వెనుక
वेनबोक्‍का	వెనుక భాగము
बोक्का	వెముక
वेल्‍गु	వెలుతురు
केल्‍लु	వెంట్రుక
केल्‍क वायमड़	వెంట్రుకలు రావడము
एंडी	వెండి
एंडि कोत्ता	వెండి రుపాయ్
सिकार	వేట
कासुडु	వేడి
कासतद	వేడీది
सॆदेपा मरा	వేప (చెట్టు)
विसुरमड़	వేయుము
हीरु	వేర్లు
डाक्‍टर	వైద్యకుడు
उगादि नेला	వైశాఖము
सनेरम	శనివారము
आवाज	శబ్దము
साप कियमड़	శభ్రపరుచు
मॆंदुल्‍ता पजोटा बागम	శరీర వెనుక భాగము
मॆंदुल	శరీరము
पीन्गू	శవము
पोलाला नेला	శ్రావణం
स्रिमंत	శ్రీ మంతుడు
सुक्‍क्रारम	శుక్రవారము
मंचि एर	శుభ్రమైన నీరు
हडिया	శెనగలు
पांजी	షికారి వస్తువు
सगोम	సగము
मुनि	సజ్జనుడు
हग्लाल	సడకుడు
पारी	సడ్డకుడు
रुद्दे जिम्मा	సన్న జిమ్మ
चिकु(मरा)	సపోట (చెట్టు)
टाईम	సమయము
पेनेम	సరాతము
अल्ले	సరె
कोरोप	సల్ల
आसर	సహయం
मदत	సహయం చెయుట
जोरा	సంచి
गमते-गमती	సంతోషం
सादर	సందా
कमय कियमड़	సంపాదించడము
कमय कियमड़	సంపాదించుట, ఆర్జించుట
वरसा	సంవత్సరము
मुरतड	స్త్రీ
मुर्तड-मांड्‍सा	స్త్రీలు, పురుషులు
जॆगा	స్థలము
एरतुंगंना कॊली	స్నానము గది
बातरुम होन्‍मड़	స్నానము గదికి వెల్లడము
एर तुंगागोटुडु	స్నానము చెయించడము
तुंगुमड	స్నానము చెయుట
एर तुंगुंड	స్నానము చేయిండము
कलति हिलवदु	స్వెచ్ఛమైనది
साक्षेम	సాక్ష్యము
नुल्पे	సాయంత్రం
कल्‍लू	సారాయి
तीगे	సాలెగూడు
सिग्‍गु अरमड़	సిగ్గుపడుట
पापेर	సితాకొకసిలుక
सितापाला मरा	సితాఫలం (చెట్టు)
सिल्‍पम	సిల్పం
मैंदी	సింగారం
सिवम	సింహం
पेदा पापेर	సీతాకోక చిలుక
कूलुम	సీము
कीसा	సీసా
सुकम	సుఖము
सुड़ि	సుడి
सुत्ते	సుత్తె
सुन्ने	సున్న
सुन्ना तोडी	సున్నపు మట్టి
सुन्नम	సున్నము
पोड्द	సూర్యుడు
सोल्‍लू	సొల్లు
पुर्का	సోరకాయ
पेटि	హార్మోని
होली (कामुन पुन्नम)	హొళి
